id,line,section,subsection,todo_checked,priority,task,repo_status,owner,evidence_paths,audit_note,pr_bucket,rank_score
TODO-383,704,"23. Content, Curriculum, and Pedagogy",23.3 Multilingual pedagogy,,research,Validate translations with native speakers and educators.,Human-decision,ai/curriculum/backend,CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; SECURITY.md; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/API_REFERENCE.md; docs/ether_archetype_map.md; docs/launch_scope.md,Requires product/legal/business/education decision or empirical validation before implementation.,PR-006 AI/CAPS/diagnostics safety,-5
TODO-384,710,"24. Legal, Policy, and Business Readiness",,,critical,"Draft and review Terms of Service, Privacy Policy, Child-friendly Privacy Notice, Parent Consent Notice, Acceptable Use Policy, Refund Policy, and school Data Processing Agreement.",Missing,compliance/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,145
TODO-385,711,"24. Legal, Policy, and Business Readiness",,,critical,Ensure legal docs match actual product behavior.,Missing,product/ops,.env.example; CHANGELOG.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,125
TODO-386,712,"24. Legal, Policy, and Business Readiness",,,high,Add legal document versioning and acceptance tracking.,Missing,product/ops,.env.example; EduBoost_Technical_Status_Report.md; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/data_inventory.md; docs/environment_variables.md; docs/incident_response.md; docs/launch_scope.md; docs/POPIA_COMPLIANCE.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-387,713,"24. Legal, Policy, and Business Readiness",,,high,Add policy update notification workflow.,Missing,product/integrations,CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; wsl_copilot.sh; .github/dependabot.yml; .github/PULL_REQUEST_TEMPLATE.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-388,714,"24. Legal, Policy, and Business Readiness",,,high,"Define production support model, pricing operations, refund process, and escalation process.",Human-decision,devops,docs/launch_scope.md,Repo contains related evidence; completion needs targeted validation/tests.,PR-009 Product/ops/future differentiation,65
TODO-389,715,"24. Legal, Policy, and Business Readiness",,,medium,"Define school procurement workflow, sponsored learner workflow, and NGO/community deployment model.",Human-decision,devops,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; playwright.config.ts,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,25
TODO-390,723,25. Launch Plan,25.1 Private alpha,,critical,Use synthetic or explicitly consented test users only.,Missing,compliance/backend,CODE_OF_CONDUCT.md; SECURITY.md; docs/incident_response.md; docs/POPIA_COMPLIANCE.md; scripts/audit_todo_backlog.py; tests/unit/test_caps_alignment.py; tests/legacy/integration/test_consent_enforcement.py; tests/legacy/integration/test_privacy_compliance.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,145
TODO-391,724,25. Launch Plan,25.1 Private alpha,,critical,"Validate onboarding, consent, diagnostics, lessons, parent reports, and support workflow.",Missing,compliance/backend,.env.example; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; pytest.ini; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,145
TODO-392,725,25. Launch Plan,25.1 Private alpha,,high,"Collect structured feedback from parents, learners, and educators.",Missing,product/ops,CHANGELOG.md; CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; RoadMap.md; app/api_v2.py; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/API_REFERENCE.md; docs/api_v2.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-393,726,25. Launch Plan,25.1 Private alpha,,high,Measure technical stability and content correctness.,Missing,product/ops,CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; RoadMap.md; app/api_v2.py; bicep/container_apps.parameters.json; docker/inference_server.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-394,730,25. Launch Plan,25.2 Public beta,,critical,"Launch only after security baseline, POPIA workflows, backups, support channel, incident response, and billing are tested.",Partial,security/backend,docs/incident_response.md; SECURITY.md,Repo contains related evidence; completion needs targeted validation/tests.,PR-004 POPIA consent/data-rights/audit,160
TODO-395,731,25. Launch Plan,25.2 Public beta,,high,Add beta label in UI.,Missing,product/ops,CHANGELOG.md; EduBoost_Technical_Status_Report.md; README.md; docker/inference_server.py; docs/project_status.md; docs/release_checklist.md; docs/repository_governance.md; grafana/promtail-config.yml,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-396,732,25. Launch Plan,25.2 Public beta,,high,Add feedback/report issue button.,Missing,product/ops,CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; playwright.config.ts; pytest.ini; README.md; RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-397,733,25. Launch Plan,25.2 Public beta,,high,Add content correction workflow.,Missing,product/ops,EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; app/api_v2.py; bicep/container_apps.parameters.json; docker/inference_server.py; docs/API_REFERENCE.md; docs/data_inventory.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-398,734,25. Launch Plan,25.2 Public beta,,medium,Publish transparent roadmap.,Missing,product/ops,CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; .github/PULL_REQUEST_TEMPLATE.md; bicep/azure_dev_box.bicep; docs/ether_archetype_map.md; docs/launch_scope.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-399,738,25. Launch Plan,25.3 Production launch,,critical,"Final launch checklist: release tag, production deploy, health green, readiness green, migrations applied, backup verified, alerting live, dashboards live, legal docs live, privacy docs live, support live, rollback tested.",Partial,frontend,scripts/backup_postgres.sh; scripts/db_backup.sh; scripts/db_restore.sh,Repo contains related evidence; completion needs targeted validation/tests.,PR-009 Product/ops/future differentiation,160
TODO-400,739,25. Launch Plan,25.3 Production launch,,high,Announce limited scope accurately.,Missing,product/ops,CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; docs/API_REFERENCE.md; docs/launch_scope.md; docs/LLM_Test_Gating.md; docs/popia_erasure.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,105
TODO-401,740,25. Launch Plan,25.3 Production launch,,high,"Avoid overclaiming AI capability, CAPS coverage, or guaranteed learning outcomes.",Missing,ai/curriculum/backend,.env.example; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; pytest.ini; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,105
TODO-402,748,26. Make the Mission Stand Out,26.1 South African Learning Graph,,research,"Build CAPS-aligned knowledge graph: topics, prerequisites, misconceptions, diagnostic items, lessons, practice questions, local examples.",Human-decision,ai/curriculum/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; README.md,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,-5
TODO-403,749,26. Make the Mission Stand Out,26.1 South African Learning Graph,,medium,"Use the graph to power next-best lesson, parent explanations, teacher intervention groups, and curriculum coverage maps.",Partial,ai/curriculum/backend,app/frontend/src; app/api_v2_routers,"Related file(s) exist, but requested capability was not evident/complete.",PR-009 Product/ops/future differentiation,70
TODO-404,750,26. Make the Mission Stand Out,26.1 South African Learning Graph,,medium,Visualize the graph for learners as a learning map.,Missing,backend/product,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-405,754,26. Make the Mission Stand Out,26.2 Parent co-pilot,,medium,"Add parent-friendly weekly reports: what was learned, what is difficult, how to help in 10 minutes, next week’s focus.",Missing,backend/product,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-406,755,26. Make the Mission Stand Out,26.2 Parent co-pilot,,medium,Add “ask EduBoost how to help my child” with strict privacy controls.,Missing,compliance/backend,.env.example; alembic.ini; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-407,756,26. Make the Mission Stand Out,26.2 Parent co-pilot,,medium,Add printable at-home practice sheets.,Missing,backend/product,docs/API_REFERENCE.md; docs/launch_scope.md; docs/LLM_Test_Gating.md; docs/POPIA_COMPLIANCE.md; scripts/build_guardrails_dataset.py; tests/integration/test_v2_jobs.py; tests/unit/test_caps_alignment.py; tests/unit/test_judiciary_schema_enforcement.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-408,757,26. Make the Mission Stand Out,26.2 Parent co-pilot,,medium,"Add parent nudges that are supportive, not guilt-driven.",Missing,product/ops,.env.example; CHANGELOG.md; EduBoost_Technical_Status_Report.md; playwright.config.ts; SECURITY.md; app/api_v2.py; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/API_REFERENCE.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-409,761,26. Make the Mission Stand Out,26.3 Teacher/classroom mode,,medium,"Add teacher rosters, class diagnostics, class misconception dashboard, intervention groups, and CAPS evidence reports.",Partial,frontend,app/repositories; app/modules/diagnostics,Repo contains related evidence; completion needs targeted validation/tests.,PR-009 Product/ops/future differentiation,70
TODO-410,762,26. Make the Mission Stand Out,26.3 Teacher/classroom mode,,research,Validate workflow with real classroom constraints before scaling this mode.,Human-decision,ai/curriculum/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; pytest.ini,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,-5
TODO-411,766,26. Make the Mission Stand Out,26.4 Offline-first and low-resource resilience,,medium,Add offline lesson packs and printable worksheets.,Missing,backend/product,.env.example; CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; RoadMap.md; alembic/env.py; app/api_v2.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-412,767,26. Make the Mission Stand Out,26.4 Offline-first and low-resource resilience,,medium,Treat low-data mode as a first-class product feature.,Missing,backend/product,.env.example; CHANGELOG.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-413,768,26. Make the Mission Stand Out,26.4 Offline-first and low-resource resilience,,research,Explore intermittent-internet school/community deployment.,Human-decision,devops,CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; SECURITY.md; bicep/container_apps.bicep; bicep/container_apps.parameters.json; docker/inference_server.py,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,-5
TODO-414,772,26. Make the Mission Stand Out,26.5 AI transparency and trust score,,medium,"Add visible lesson trust label: CAPS-linked, answer-checked, teacher-reviewed, AI-generated.",Missing,ai/curriculum/backend,.env.example; CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; RoadMap.md; app/api_v2.py; docker/inference_server.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-415,773,26. Make the Mission Stand Out,26.5 AI transparency and trust score,,medium,Add correction history for lessons.,Missing,ai/curriculum/backend,CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; app/api_v2.py; docs/API_REFERENCE.md; docs/api_v2.md; docs/db_rollback.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-416,774,26. Make the Mission Stand Out,26.5 AI transparency and trust score,,medium,Route content reports into a review queue.,Missing,ai/curriculum/backend,CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; README.md; RoadMap.md; SECURITY.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-417,778,26. Make the Mission Stand Out,26.6 Ethical learning analytics,,medium,Avoid negative labels such as “weak learner” or “poor performer.”,Missing,analytics/data,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-418,779,26. Make the Mission Stand Out,26.6 Ethical learning analytics,,medium,"Use constructive labels: ready to strengthen, needs another example, almost mastered, ready for challenge.",Missing,analytics/data,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,85
TODO-419,780,26. Make the Mission Stand Out,26.6 Ethical learning analytics,,medium,Add explainable recommendations: “We recommend fractions because the diagnostic showed difficulty with equivalent forms.”,Missing,ai/curriculum/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; RoadMap.md; app/api_v2.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-420,784,26. Make the Mission Stand Out,26.7 Sponsorship and community impact,,research,Add sponsored learner model.,Human-decision,backend/product,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; playwright.config.ts,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,-5
TODO-421,785,26. Make the Mission Stand Out,26.7 Sponsorship and community impact,,research,Add NGO/community dashboard.,Human-decision,frontend,CHANGELOG.md; CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; RoadMap.md; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/api_v2.md; docs/ether_archetype_map.md; docs/launch_scope.md,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,-5
TODO-422,786,26. Make the Mission Stand Out,26.7 Sponsorship and community impact,,research,"Add anonymized impact reports: learners supported, topics mastered, practice hours, regions served, language support usage.",Human-decision,product/ops,CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; pytest.ini; README.md; RoadMap.md,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,-5
